index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
160,ChatWeb,2023-04-01 13:32:07,Java,,28,12,2,1,7,Java,6,generated by gpt-3,ChatWeb\d23bf8df0d1a3cf291b2b299a9781a4afee536c0\src\main\java\com\chatweb\model\completion\chat\ChatCompletionChoice.java,,file,,0,,"[1,26]",26,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],6228.0,3458.0,1027.0,350.0,113.0,109.0,21.1,926.0,0.0,0.0,0.0,0.0,10.0,7.0,353.0,2523.0,2.4,475.0,190.0,1.36,0.54,26.0,8.0,0.0,0.0,1.0,1.0,33.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
161,langchain-java,2023-06-01 15:01:15,Java,,1,1,0,1,16,Java,10,generated by gpt-3,langchain-java\217da9fa05bd05458d53db6a49fb8d8f93d537fe\src\main\java\im\langchainjava\llm\entity\ChatCompletionChoice.java,,file,,5,,"[1,34]",34,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4473.0,3271.0,1080.0,301.0,103.0,84.0,6.0,210.0,103.0,6.0,5.0,2.3,0.0,6.0,218.0,1817.0,1.9,424.0,274.0,1.41,0.91,34.0,16.0,0.0,0.0,1.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
162,fluent-integrations,2023-03-20 06:49:05,Java,,0,1,0,0,7,Java,6,generated by gpt-3,fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\completion\CompletionChoice.java,,file,,0,,"[1,32]",32,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2584.0,1240.0,184.0,92.0,54.0,54.0,22.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,585.0,1.6,78.0,10.0,0.85,0.11,32.0,9.0,0.0,0.0,1.0,1.0,40.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.7,0.0,0.0,0.0,0.0,,,
163,knowledge_box,2023-03-27 15:04:43,Java,,20,4,2,1,8,Java,6,generated by gpt-3,knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\edit\EditChoice.java,,file,,0,,"[1,23]",23,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2542.0,1146.0,149.0,80.0,58.0,55.0,26.5,413.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,684.0,2.0,74.0,24.0,0.93,0.3,23.0,7.0,0.0,0.0,1.0,1.0,36.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
164,spring-gpt,2023-03-02 08:31:49,JavaScript,,0,0,1,1,76,Java,6,generated by gpt-3,spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\edit\EditChoice.java,,file,,2,,"[1,23]",23,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2541.0,1185.0,183.0,78.0,50.0,49.0,23.8,370.0,32.0,2.0,1.0,1.3,0.0,1.0,134.0,1216.0,3.4,69.0,25.0,0.88,0.32,23.0,7.0,0.0,0.0,1.0,1.0,36.4,4.0,0.0,0.0,0.0,0.0,1.0,10.0,4.8,0.0,0.0,0.0,0.0,,,
165,monnig-meteorite-catalog,2024-03-20 15:44:40,Java,3,2,1,1,2,140,Java,44,generated by gpt-3,monnig-meteorite-catalog\10605a00f2243043a2a1afacc7d01b49b05a8c7b\src\test\java\edu\tcu\cs\monnigmeteoritecatalog\loan\LoanServiceTest.java,monnig-meteorite-catalog\3450e3bebb843d0029e9c496e2179924debe3bf3\src\test\java\edu\tcu\cs\monnigmeteoritecatalog\loan\LoanServiceTest.java,method,,24,,"[43,88]",46,,,,,,,4,3,"[-2, -3, -4]","['1c2795c1c30a734b30f34f1f570437e5ecf1c94b', '3450e3bebb843d0029e9c496e2179924debe3bf3', '4dc10b9b36d465a8301937a5c9bcbb98261b2db4']","[[{'highest_ratio': 0.9950221238938053, 'best_match_position': (43, 88)}], [{'highest_ratio': 0.9620611551528879, 'best_match_position': (43, 88)}], [{'highest_ratio': 0.9620611551528879, 'best_match_position': (45, 90)}]]",2,"[-2, -3]","['1c2795c1c30a734b30f34f1f570437e5ecf1c94b', '3450e3bebb843d0029e9c496e2179924debe3bf3']","[[{'highest_ratio': 0.9950221238938053, 'best_match_position': (43, 88)}], [{'highest_ratio': 0.9620611551528879, 'best_match_position': (43, 88)}]]",0,,,,[],[],[],1844.0,1399.0,611.0,157.0,25.0,25.0,5.7,85.0,168.0,13.0,4.0,9.1,0.0,0.0,206.0,1287.0,3.1,179.0,14.0,1.14,0.09,47.0,41.0,39.0,1.0,1.0,1.0,2.3,1.0,0.0,0.0,0.0,0.0,2.0,15.0,1.2,1.0,0.0,1.0,0.0,,,
166,chatgpt-java,2023-04-22 09:04:16,Java,,0,0,1,2,2,Java,6,generated by gpt-3,chatgpt-java\cab4de831cb17c578495c803d7d8062c84d57c4f\chatgpt-java-api\src\main\java\com\hq\openai\model\completion\chat\ChatCompletionChoice.java,,file,,0,,"[1,26]",26,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1407.0,818.0,225.0,61.0,32.0,31.0,17.3,171.0,105.0,6.0,3.0,7.5,0.0,0.0,90.0,809.0,3.3,103.0,60.0,1.69,0.98,26.0,8.0,0.0,0.0,1.0,1.0,33.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
167,knowledge_box,2023-03-27 15:04:43,Java,,20,4,2,1,8,Java,6,generated by gpt-3,knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\completion\chat\ChatCompletionChoice.java,,file,,0,,"[1,27]",27,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2542.0,1146.0,149.0,80.0,58.0,55.0,26.5,413.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,684.0,2.0,74.0,24.0,0.93,0.3,27.0,10.0,0.0,0.0,1.0,1.0,28.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
168,MCChatGPT,2023-03-08 02:20:37,Java,2,13,3,1,1,18,Java,6,generated by gpt-3,MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\completion\CompletionChoice.java,,file,,0,,"[1,32]",32,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],3312.0,1875.0,543.0,157.0,57.0,55.0,16.4,367.0,296.0,10.0,10.0,8.9,4.0,0.0,90.0,989.0,1.8,212.0,117.0,1.35,0.75,32.0,9.0,0.0,0.0,1.0,1.0,40.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.7,0.0,0.0,0.0,0.0,,,
169,spring-gpt,2023-03-02 08:31:49,JavaScript,,0,0,1,1,76,Java,9,generated by gpt-3,spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\edit\EditResult.java,,file,,2,,"[1,36]",36,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2541.0,1185.0,183.0,78.0,50.0,49.0,23.8,370.0,32.0,2.0,1.0,1.3,0.0,1.0,134.0,1216.0,3.4,69.0,25.0,0.88,0.32,36.0,11.0,0.0,0.0,1.0,1.0,35.3,6.0,0.0,0.0,0.0,0.0,5.0,50.0,15.2,0.0,0.0,0.0,0.0,,,
170,fluent-integrations,2023-03-20 06:49:05,Java,,0,1,0,0,7,Java,9,generated by gpt-3,fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\edit\EditResult.java,,file,,0,,"[1,36]",36,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2584.0,1240.0,184.0,92.0,54.0,54.0,22.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,585.0,1.6,78.0,10.0,0.85,0.11,36.0,11.0,0.0,0.0,1.0,1.0,35.3,6.0,0.0,0.0,0.0,0.0,4.0,40.0,12.1,0.0,0.0,0.0,0.0,,,
171,fluent-integrations,2023-03-20 06:49:05,Java,,0,1,0,0,7,Java,6,generated by gpt-3,fluent-integrations\08fa84d96d836357caa3abc034632c5eec0443f5\qabox-openai\src\main\java\io\fluent\openai\models\completion\chat\ChatCompletionChoice.java,,file,,0,,"[1,27]",27,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2584.0,1240.0,184.0,92.0,54.0,54.0,22.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,585.0,1.6,78.0,10.0,0.85,0.11,27.0,10.0,0.0,0.0,1.0,1.0,28.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
172,spring-gpt,2023-03-02 08:31:49,JavaScript,,0,0,1,1,76,Java,6,generated by gpt-3,spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\completion\chat\ChatCompletionChoice.java,,file,,2,,"[1,27]",27,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2541.0,1185.0,183.0,78.0,50.0,49.0,23.8,370.0,32.0,2.0,1.0,1.3,0.0,1.0,134.0,1216.0,3.4,69.0,25.0,0.88,0.32,27.0,10.0,0.0,0.0,1.0,1.0,28.6,4.0,0.0,0.0,0.0,0.0,1.0,10.0,3.3,0.0,0.0,0.0,0.0,,,
173,spring-gpt,2023-03-02 08:31:49,JavaScript,,0,0,1,1,76,Java,6,generated by gpt-3,spring-gpt\ba18e3eea9d294928973e927e019ca0124f81b81\src\main\java\com\openai\springGpt\dto\completion\CompletionChoice.java,,file,,2,,"[1,32]",32,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2541.0,1185.0,183.0,78.0,50.0,49.0,23.8,370.0,32.0,2.0,1.0,1.3,0.0,1.0,134.0,1216.0,3.4,69.0,25.0,0.88,0.32,32.0,9.0,0.0,0.0,1.0,1.0,40.0,6.0,0.0,0.0,0.0,0.0,2.0,12.0,4.4,0.0,0.0,0.0,0.0,,,
174,knowledge_box,2023-03-27 15:04:43,Java,,20,4,2,1,8,Java,6,generated by gpt-3,knowledge_box\bb19969081d66859422aff06df5e0df8d2709046\src\main\java\com\tutu\knowledge_box\ai\openai\completion\CompletionChoice.java,,file,,0,,"[1,32]",32,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2542.0,1146.0,149.0,80.0,58.0,55.0,26.5,413.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,684.0,2.0,74.0,24.0,0.93,0.3,32.0,9.0,0.0,0.0,1.0,1.0,40.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.7,0.0,0.0,0.0,0.0,,,
175,MCChatGPT,2023-03-08 02:20:37,Java,2,13,3,1,1,18,Java,6,generated by gpt-3,MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\completion\chat\ChatCompletionChoice.java,,file,,0,,"[1,27]",27,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],3312.0,1875.0,543.0,157.0,57.0,55.0,16.4,367.0,296.0,10.0,10.0,8.9,4.0,0.0,90.0,989.0,1.8,212.0,117.0,1.35,0.75,27.0,10.0,0.0,0.0,1.0,1.0,28.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
176,MCChatGPT,2023-03-08 02:20:37,Java,2,13,3,1,1,18,Java,6,generated by gpt-3,MCChatGPT\fb68f1071e6660bece9e871b2e66af1f2d12c294\forge\src\main\java\com\theokanning\openai\edit\EditChoice.java,,file,,0,,"[1,23]",23,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],3312.0,1875.0,543.0,157.0,57.0,55.0,16.4,367.0,296.0,10.0,10.0,8.9,4.0,0.0,90.0,989.0,1.8,212.0,117.0,1.35,0.75,23.0,7.0,0.0,0.0,1.0,1.0,36.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
178,ChatWeb,2023-05-12 11:19:14,Java,,0,0,0,1,7,Java,6,generated by gpt-3,ChatWeb\d23bf8df0d1a3cf291b2b299a9781a4afee536c0\src\main\java\com\chatweb\model\completion\chat\ChatCompletionChoice.java,,file,,0,,"[1,26]",26,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],6228.0,3458.0,1027.0,350.0,113.0,109.0,21.1,926.0,0.0,0.0,0.0,0.0,10.0,7.0,353.0,2523.0,2.4,475.0,190.0,1.36,0.54,26.0,8.0,0.0,0.0,1.0,1.0,33.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
180,chatgpt,2023-03-04 02:09:23,JavaScript,,10,2,0,1,12,Java,6,generated by gpt-4,chatgpt\ede9963b4a266597211924aec712c736757e798d\chatgpt-service\src\main\java\com\chatgpt\ai\response\ChatCompletionChoice.java,,file,,0,,"[1,50]",50,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],11142.0,6370.0,1852.0,930.0,150.0,148.0,18.5,1443.0,1989.0,70.0,41.0,17.9,0.0,2.0,241.0,2188.0,1.1,1063.0,306.0,1.14,0.33,50.0,25.0,6.0,6.0,1.0,1.0,16.7,5.0,0.0,0.0,0.0,0.0,4.0,14.0,1.9,6.0,0.0,1.0,0.0,,,
181,udm-documents,2023-04-25 07:24:07,Java,,0,1,0,1,4,Java,33,generated by gpt-4,udm-documents\8dee97cb01ab364e36035be08e9cecf46aa12496\filestore\src\test\java\com\udm\documents\filestore\domain\FileDescriptorTest.java,udm-documents\cf134ca1f3d0c660ed84433f60f0314a103bc567\filestore\src\test\java\com\udm\documents\filestore\domain\FileDescriptorTest.java,file,,0,,"[1,111]",111,,,,,,,2,1,[-2],['cf134ca1f3d0c660ed84433f60f0314a103bc567'],"[[{'highest_ratio': 0.9973961902151569, 'best_match_position': (1, 111)}]]",1,[-2],['cf134ca1f3d0c660ed84433f60f0314a103bc567'],"[[{'highest_ratio': 0.9973961902151569, 'best_match_position': (1, 111)}]]",0,,,,[],[],[],1895.0,862.0,190.0,49.0,38.0,32.0,5.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,121.0,0.5,71.0,13.0,1.45,0.27,111.0,54.0,20.0,5.0,1.0,1.0,20.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.2,0.0,,,
183,LeetCode,2024-03-11 18:43:08,Java,,0,0,0,1,5,Java,5,generated with copilot,LeetCode\2c44ee9d58710b2f54edf36d8e033534805f2077\TwoSum\src\Main.java,,method,,0,,"[6,16]",11,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],82.0,63.0,41.0,7.0,3.0,2.0,3.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,2.1,20.0,18.0,2.86,2.57,12.0,9.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,7.6,2.0,1.0,2.0,1.0,,,
184,SportMatch,2023-03-27 10:16:24,Java,5,0,0,0,1,138,Java,115,generated with copilot,SportMatch\968ca7eaca1c97a5880101ad4afd19eadf5006a4\app\src\main\java\com\example\sportmatch\RegisterActivity.java,SportMatch\24a3c07f6a573d4dfc8f43088dd2378be871b71d\app\src\main\java\com\example\sportmatch\RegisterActivity.java,statement,,1,,"[116,145]",30,,,,,,,7,4,"[-4, -5, -6, -7]","['30d8982a738f10ade2b8860bc5e7201642de1d23', 'ede3c8047b3a522a482e66513e68a342ed0a355f', '24a3c07f6a573d4dfc8f43088dd2378be871b71d', 'bfcaed7a84e564a83445809fc780c684cffb34b7']","[[{'highest_ratio': 0.9970312856816624, 'best_match_position': (174, 203)}], [{'highest_ratio': 0.9760965421211418, 'best_match_position': (213, 242)}], [{'highest_ratio': 0.9770034843205575, 'best_match_position': (199, 228)}], [{'highest_ratio': 0.9770034843205575, 'best_match_position': (192, 221)}]]",3,"[-4, -5, -6]","['30d8982a738f10ade2b8860bc5e7201642de1d23', 'ede3c8047b3a522a482e66513e68a342ed0a355f', '24a3c07f6a573d4dfc8f43088dd2378be871b71d']","[[{'highest_ratio': 0.9970312856816624, 'best_match_position': (174, 203)}], [{'highest_ratio': 0.9760965421211418, 'best_match_position': (213, 242)}], [{'highest_ratio': 0.9770034843205575, 'best_match_position': (199, 228)}]]",1,,,,[-5],['ede3c8047b3a522a482e66513e68a342ed0a355f'],"[[{'highest_ratio': 0.9760965421211418, 'best_match_position': (213, 242)}]]",1186.0,946.0,338.0,48.0,18.0,18.0,3.3,32.0,50.0,2.0,2.0,4.2,0.0,0.0,48.0,433.0,1.5,110.0,101.0,2.29,2.1,33.0,27.0,11.0,0.0,0.0,1.0,6.1,2.0,0.0,0.0,0.0,0.0,2.0,15.0,1.6,4.0,8.0,4.0,8.0,,,
185,proiect-inginerie-software-sportmatch,2023-10-15 13:27:15,Java,7,1,3,0,0,83,Java,172,generated with copilot,proiect-inginerie-software-sportmatch\10e0ba54bdcdb66490f50159b864d8f1367bd5ac\app\src\main\java\com\example\sportmatch\RegisterActivity.java,proiect-inginerie-software-sportmatch\e35cbd07aa5229826532d483eddd596ae016c7c5\app\src\main\java\com\example\sportmatch\RegisterActivity.java,statement,,6,,"[173,202]",30,,,,,,,3,2,"[-2, -3]","['c6afd3d8153d2e5eef1f23132aab7359391abf17', 'e35cbd07aa5229826532d483eddd596ae016c7c5']","[[{'highest_ratio': 0.9758700696055684, 'best_match_position': (192, 221)}], [{'highest_ratio': 0.957592339261286, 'best_match_position': (195, 224)}]]",2,"[-2, -3]","['c6afd3d8153d2e5eef1f23132aab7359391abf17', 'e35cbd07aa5229826532d483eddd596ae016c7c5']","[[{'highest_ratio': 0.9758700696055684, 'best_match_position': (192, 221)}], [{'highest_ratio': 0.957592339261286, 'best_match_position': (195, 224)}]]",0,,,,[],[],[],11331.0,8693.0,3956.0,409.0,98.0,86.0,6.8,633.0,2502.0,124.0,29.0,22.1,0.0,9.0,488.0,4734.0,1.8,1242.0,1124.0,3.04,2.75,33.0,27.0,11.0,0.0,0.0,1.0,6.1,2.0,0.0,0.0,0.0,0.0,2.0,15.0,1.6,4.0,8.0,4.0,8.0,,,
